@relation 'HR_comma_sep-weka.filters.unsupervised.attribute.Reorder-R1,2,4,5,6,7,8,9,10,3-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,10,9-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,9,10,8-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,7,8,9,10,6-weka.filters.unsupervised.attribute.NumericToNominal-R5,6,10'

@attribute satisfaction_level numeric
@attribute last_evaluation numeric
@attribute average_montly_hours numeric
@attribute time_spend_company numeric
@attribute Work_accident {0,1}
@attribute promotion_last_5years {0,1}
@attribute number_project numeric
@attribute salary {low,medium,high}
@attribute sales {sales,accounting,hr,technical,support,management,IT,product_mng,marketing,RandD}
@attribute left {0,1}

@data
0.58,0.74,180,3,0,0,4,high,product_mng,0
0.73,0.74,181,4,0,0,4,low,marketing,0
0.53,0.74,181,2,0,0,5,medium,sales,0
0.8,0.74,181,4,1,0,5,medium,management,0
0.84,0.74,182,4,0,0,3,low,technical,1
0.84,0.74,182,4,0,0,3,low,technical,1
0.84,0.74,182,4,0,0,3,low,technical,1
0.76,0.74,183,3,0,0,3,medium,sales,0
0.54,0.74,185,4,0,0,3,low,sales,0
0.98,0.74,185,3,0,0,3,medium,sales,0
0.98,0.74,185,3,0,0,3,medium,sales,0
0.9,0.74,185,2,0,0,3,medium,marketing,0
0.61,0.74,185,2,1,0,5,medium,technical,0
0.75,0.74,186,3,1,0,3,medium,RandD,0
1,0.74,187,3,0,0,2,medium,support,0
1,0.74,187,3,0,0,2,medium,support,0
0.77,0.74,187,6,0,0,2,medium,RandD,0
0.72,0.74,187,2,0,0,3,medium,sales,0
0.76,0.74,187,3,0,0,4,medium,support,0
0.87,0.74,190,4,0,0,4,medium,technical,0
0.91,0.74,192,3,0,1,5,medium,accounting,0
0.9,0.74,193,3,0,0,3,medium,technical,0
0.9,0.74,193,3,0,0,3,medium,technical,0
0.7,0.74,194,3,0,0,3,low,RandD,0
0.96,0.74,194,4,1,0,5,medium,sales,0
0.37,0.74,197,3,0,0,2,low,product_mng,0
0.22,0.74,199,6,0,0,3,medium,accounting,0
0.73,0.74,199,2,0,0,5,medium,sales,0
0.93,0.74,201,3,1,0,4,medium,IT,0
0.7,0.74,202,2,0,0,3,medium,IT,0
0.71,0.74,202,2,0,0,3,medium,RandD,0
0.98,0.74,202,3,0,0,4,low,accounting,0
0.63,0.74,202,3,0,0,4,low,hr,0
0.77,0.74,202,4,0,0,4,medium,support,0
0.67,0.74,204,3,0,0,3,medium,RandD,0
0.32,0.74,205,3,0,0,6,low,technical,0
0.8,0.74,205,3,1,0,2,low,sales,0
0.16,0.74,205,4,1,0,5,low,sales,0
0.71,0.74,206,4,0,0,4,medium,product_mng,0
0.9,0.74,206,4,1,0,4,low,IT,0
0.87,0.74,207,3,0,0,4,low,IT,0
0.87,0.74,209,3,0,0,3,medium,accounting,0
0.97,0.74,209,2,0,0,4,low,sales,0
0.97,0.74,209,2,0,0,4,low,sales,0
0.32,0.74,211,3,0,0,3,low,technical,0
0.55,0.74,211,3,1,0,3,high,technical,0
0.7,0.74,212,3,0,0,3,low,sales,0
0.95,0.74,212,3,0,0,3,medium,sales,0
0.15,0.74,212,2,0,0,6,low,sales,0
0.92,0.74,213,3,0,0,4,medium,sales,0
0.62,0.74,213,4,0,0,4,low,marketing,0
0.73,0.74,214,3,0,0,4,high,sales,0
0.69,0.74,215,2,0,0,3,low,sales,0
0.58,0.74,215,3,0,0,4,low,sales,0
0.68,0.74,215,3,0,0,4,low,accounting,0
0.95,0.74,216,3,0,0,4,medium,RandD,0
0.42,0.74,218,6,0,0,6,medium,sales,0
0.9,0.74,218,2,1,0,4,medium,sales,0
0.23,0.74,219,4,0,0,5,medium,sales,0
1,0.74,220,4,0,0,3,low,technical,0
0.5,0.74,220,3,0,0,3,medium,technical,0
0.89,0.74,220,3,0,0,5,medium,IT,0
0.83,0.74,221,2,0,0,3,medium,support,0
0.73,0.74,221,3,0,0,3,high,RandD,0
0.8,0.74,221,4,0,0,4,low,product_mng,0
0.79,0.74,222,2,0,0,4,medium,accounting,0
0.76,0.74,224,2,0,0,3,low,accounting,0
0.7,0.74,224,3,0,0,3,medium,accounting,0
0.94,0.74,224,5,0,0,4,low,sales,0
0.67,0.74,226,3,0,0,3,low,product_mng,0
0.84,0.74,226,2,0,0,4,high,accounting,0
0.9,0.74,227,3,0,0,3,low,sales,0
0.68,0.74,227,2,0,0,3,medium,technical,0
0.63,0.74,227,2,0,0,5,low,technical,0
0.69,0.74,227,2,0,0,5,medium,technical,0
0.69,0.74,227,2,0,0,5,medium,technical,0
0.81,0.74,228,3,0,0,2,high,management,0
0.81,0.74,228,3,0,0,2,high,management,0
0.8,0.74,228,3,0,0,3,medium,technical,0
0.8,0.74,228,3,0,0,3,medium,technical,0
0.65,0.74,228,2,1,0,4,medium,IT,0
0.82,0.74,229,7,0,1,3,high,management,0
0.82,0.74,229,7,0,1,3,high,management,0
0.49,0.74,229,3,1,0,3,low,IT,0
0.8,0.74,229,3,1,0,5,low,technical,0
0.73,0.74,230,3,0,0,5,low,support,0
0.75,0.74,231,3,0,1,5,medium,marketing,0
0.82,0.74,232,3,0,0,3,low,hr,0
0.74,0.74,233,2,0,0,4,medium,sales,0
0.83,0.74,233,3,0,0,4,medium,accounting,0
0.65,0.74,233,4,1,0,4,low,management,0
0.65,0.74,233,4,1,0,4,low,management,0
0.63,0.74,234,3,0,0,4,low,support,0
0.84,0.74,234,3,1,0,3,medium,sales,0
0.76,0.74,235,3,0,0,4,high,RandD,0
0.69,0.74,237,3,0,0,4,low,technical,0
0.53,0.74,237,2,0,1,5,medium,support,0
0.65,0.74,237,3,1,0,4,low,sales,0
0.5,0.74,237,2,1,0,4,medium,support,0
0.72,0.74,238,3,0,0,2,medium,management,0
0.79,0.74,238,2,0,0,3,medium,technical,0
0.52,0.74,238,3,0,0,3,medium,RandD,0
0.59,0.74,240,3,0,0,3,low,IT,0
0.59,0.74,240,3,0,0,3,low,IT,0
0.72,0.74,243,2,0,0,3,high,technical,0
0.77,0.74,243,2,0,0,5,low,technical,0
0.77,0.74,243,2,0,0,5,low,technical,0
0.95,0.74,243,6,0,0,5,medium,management,0
0.95,0.74,243,6,0,0,5,medium,management,0
0.96,0.74,244,2,1,0,5,low,IT,0
0.88,0.74,245,2,0,0,5,medium,sales,0
0.5,0.74,246,3,0,0,4,medium,management,0
0.7,0.74,247,2,0,0,4,low,sales,0
0.77,0.74,247,3,0,0,6,low,management,0
0.87,0.74,248,2,0,0,5,low,IT,0
0.93,0.74,248,8,1,0,5,low,support,0
0.93,0.74,248,8,1,0,5,low,support,0
0.83,0.74,249,2,0,0,4,medium,support,0
0.83,0.74,249,2,0,0,4,medium,support,0
0.9,0.74,249,3,0,0,5,medium,support,0
0.71,0.74,250,3,0,0,3,low,support,0
0.44,0.74,250,6,0,0,4,medium,RandD,0
0.85,0.74,250,3,1,0,3,low,IT,0
0.78,0.74,251,4,0,0,6,low,technical,0
0.44,0.74,253,2,0,0,5,medium,accounting,0
0.91,0.74,253,2,0,0,6,low,technical,0
0.7,0.74,253,4,1,0,3,low,support,0
0.74,0.74,254,3,0,0,2,low,product_mng,0
0.73,0.74,254,4,1,0,3,medium,marketing,0
0.7,0.74,255,2,0,0,5,medium,technical,0
0.42,0.74,256,6,0,0,5,medium,management,0
0.82,0.74,256,3,1,0,3,medium,support,0
0.5,0.74,256,3,1,0,5,medium,support,0
0.57,0.74,257,2,0,0,3,low,support,0
0.95,0.74,258,3,0,0,4,medium,technical,0
0.83,0.74,259,3,1,0,3,low,accounting,0
0.9,0.74,260,4,0,0,3,high,technical,0
0.9,0.74,260,2,0,0,3,medium,support,0
0.89,0.74,260,6,0,0,5,medium,technical,0
0.89,0.74,260,6,0,0,5,medium,technical,0
0.98,0.74,260,2,1,0,4,low,marketing,0
0.76,0.74,261,3,0,0,4,medium,technical,0
0.76,0.74,261,3,0,0,4,medium,technical,0
0.86,0.74,261,2,0,0,4,medium,IT,0
0.78,0.74,261,3,1,0,4,medium,product_mng,0
0.74,0.74,262,2,0,0,5,medium,product_mng,0
0.77,0.74,263,2,0,0,5,medium,sales,0
0.49,0.74,263,3,1,0,2,medium,sales,0
0.68,0.74,263,2,1,0,4,medium,technical,0
0.7,0.74,263,3,1,0,5,low,hr,0
0.56,0.74,265,3,0,0,3,medium,support,0
0.56,0.74,265,3,0,0,3,medium,support,0
0.87,0.74,265,4,0,0,4,medium,marketing,0
0.69,0.74,266,2,1,0,4,low,support,0
0.64,0.74,267,2,0,0,3,medium,support,0
0.24,0.74,269,4,1,0,3,medium,support,0
0.66,0.74,270,2,1,0,4,low,sales,0
0.69,0.74,271,2,0,0,2,low,product_mng,0
0.51,0.74,271,4,0,0,3,medium,RandD,0
0.48,0.74,271,8,1,0,2,medium,management,0
0.48,0.74,271,8,1,0,2,medium,management,0
0.5,0.74,272,5,0,0,4,low,accounting,0
0.53,0.74,272,2,1,0,4,low,RandD,0
0.88,0.74,273,10,0,0,3,medium,sales,0
0.88,0.74,273,10,0,0,3,medium,sales,0
0.36,0.74,280,3,0,0,6,low,sales,0
0.24,0.74,282,3,0,0,5,medium,IT,0
0.11,0.74,290,5,0,0,6,medium,technical,1
0.61,0.75,100,4,0,0,2,low,technical,0
0.66,0.75,100,4,1,0,6,low,support,0
0.81,0.75,101,5,0,0,5,medium,sales,0
0.59,0.75,106,2,0,0,3,low,accounting,0
0.43,0.75,108,2,0,0,3,low,technical,0
0.74,0.75,111,4,1,0,4,medium,product_mng,0
0.31,0.75,120,4,0,0,3,high,sales,0
0.45,0.75,122,3,0,0,3,high,support,0
0.53,0.75,123,4,0,0,2,medium,RandD,0
0.29,0.75,124,4,0,0,3,medium,marketing,0
0.5,0.75,127,3,0,0,6,low,sales,0
0.87,0.75,132,3,0,0,3,medium,technical,0
0.51,0.75,133,3,0,0,3,medium,sales,0
0.51,0.75,133,3,0,0,3,medium,sales,0
0.67,0.75,133,2,0,0,4,medium,IT,0
0.75,0.75,133,2,0,0,5,low,sales,0
0.8,0.75,134,4,0,0,3,medium,sales,0
0.89,0.75,134,3,0,0,3,low,hr,0
0.84,0.75,135,3,0,1,4,medium,RandD,0
0.84,0.75,135,3,0,1,4,medium,RandD,0
0.74,0.75,137,3,1,0,2,low,sales,0
0.85,0.75,139,3,0,0,4,low,sales,0
0.99,0.75,139,5,1,0,6,medium,technical,0
0.61,0.75,140,3,0,0,3,low,RandD,0
0.61,0.75,140,3,0,0,3,low,RandD,0
0.75,0.75,141,4,0,0,2,medium,technical,0
0.56,0.75,141,3,0,0,4,low,sales,0
0.18,0.75,142,2,0,0,3,low,product_mng,0
0.18,0.75,142,2,0,0,3,low,product_mng,0
0.93,0.75,143,3,0,0,5,low,support,0
0.56,0.75,143,5,0,0,5,medium,support,0
0.6,0.75,144,2,0,0,4,low,sales,0
0.91,0.75,147,3,0,0,2,low,marketing,0
0.91,0.75,147,3,0,0,2,low,marketing,0
0.74,0.75,149,3,0,0,4,low,technical,0
0.62,0.75,149,2,1,0,3,medium,technical,0
0.83,0.75,150,3,0,0,3,low,support,0
0.15,0.75,150,4,0,1,3,medium,accounting,0
0.15,0.75,150,4,0,1,3,medium,accounting,0
0.65,0.75,151,3,0,0,2,low,IT,0
0.57,0.75,151,2,0,0,4,medium,sales,0
0.95,0.75,151,3,0,0,4,medium,product_mng,0
0.95,0.75,151,3,0,0,4,medium,product_mng,0
0.88,0.75,152,3,0,0,5,high,hr,0
0.65,0.75,153,2,0,0,4,medium,product_mng,0
0.51,0.75,154,3,0,0,4,medium,marketing,0
0.63,0.75,155,3,0,0,4,low,technical,0
0.59,0.75,156,3,0,0,2,medium,technical,0
0.55,0.75,156,3,0,0,3,medium,product_mng,0
0.86,0.75,157,4,0,0,5,low,support,0
0.57,0.75,159,2,0,0,3,medium,technical,0
0.88,0.75,159,2,0,0,4,high,hr,0
0.91,0.75,159,3,1,0,4,low,support,0
0.91,0.75,159,3,1,0,4,low,support,0
0.82,0.75,160,3,1,0,5,high,product_mng,0
0.82,0.75,161,3,0,0,3,low,sales,0
0.99,0.75,163,2,0,0,4,low,sales,0
0.99,0.75,163,2,0,0,4,low,sales,0
0.42,0.75,163,2,1,0,3,low,sales,0
0.96,0.75,165,3,0,0,4,high,technical,0
0.62,0.75,165,4,0,0,5,medium,sales,0
0.62,0.75,165,4,0,0,5,medium,sales,0
0.91,0.75,166,2,0,0,3,low,IT,0
0.55,0.75,166,2,0,0,4,low,sales,0
0.72,0.75,166,3,0,1,3,high,sales,0
0.89,0.75,167,2,0,0,3,low,technical,0
0.84,0.75,168,2,0,0,2,low,technical,0
0.59,0.75,168,3,0,0,3,medium,RandD,0
0.79,0.75,168,3,0,0,4,high,sales,0
0.98,0.75,168,4,1,0,5,medium,RandD,0
0.64,0.75,169,3,0,0,3,low,IT,0
0.45,0.75,169,2,0,0,4,low,sales,0
0.74,0.75,169,4,0,0,4,low,IT,0
0.77,0.75,170,7,0,0,3,low,sales,0
0.77,0.75,170,7,0,0,3,low,sales,0
0.18,0.75,170,5,0,0,4,low,sales,0
0.64,0.75,170,3,0,0,4,medium,support,0
0.81,0.75,170,3,1,0,5,medium,product_mng,0
0.57,0.75,171,4,0,0,5,medium,support,0
0.64,0.75,172,4,0,0,4,medium,marketing,0
0.57,0.75,172,4,0,0,5,medium,support,0
0.51,0.75,175,2,0,0,4,medium,hr,0
0.63,0.75,175,4,0,0,4,medium,hr,0
0.63,0.75,175,4,0,0,4,medium,hr,0
0.96,0.75,176,4,0,0,5,low,sales,0
0.96,0.75,177,2,0,0,4,low,IT,0
0.5,0.75,178,6,0,0,5,medium,technical,0
0.5,0.75,179,3,0,0,5,low,accounting,0
0.69,0.75,179,2,1,0,3,high,sales,0
0.62,0.75,180,3,0,0,3,medium,support,0
0.54,0.75,181,3,0,0,3,low,accounting,0
0.8,0.75,181,3,0,0,3,medium,marketing,0
0.62,0.75,183,4,1,0,4,low,sales,0
0.84,0.75,184,3,0,0,3,medium,sales,0
0.39,0.75,185,3,0,1,6,high,management,0
0.39,0.75,185,3,0,1,6,high,management,0
0.58,0.75,186,2,0,0,4,low,product_mng,0
0.84,0.75,187,3,1,0,3,medium,technical,0
0.98,0.75,188,2,0,0,5,low,sales,0
0.17,0.75,188,4,0,0,3,low,technical,1
0.59,0.75,190,2,0,0,4,medium,sales,0
0.55,0.75,191,3,0,0,3,low,sales,0
0.77,0.75,191,3,0,0,4,medium,IT,0
0.77,0.75,191,3,0,0,4,medium,IT,0
0.56,0.75,192,2,0,0,4,low,support,0
0.53,0.75,192,6,0,0,6,medium,hr,0
0.76,0.75,193,4,0,0,4,low,IT,0
0.67,0.75,194,3,0,0,3,medium,hr,0
0.59,0.75,194,2,0,0,4,low,technical,0
0.65,0.75,194,4,1,0,3,low,sales,0
0.25,0.75,194,5,1,0,5,low,support,0
0.69,0.75,196,3,0,0,5,medium,support,0
0.69,0.75,196,3,0,0,5,medium,support,0
0.41,0.75,199,3,0,0,4,low,sales,0
0.54,0.75,199,2,0,0,4,medium,management,0
0.66,0.75,200,4,0,0,4,medium,accounting,0
0.53,0.75,201,2,0,0,4,low,sales,0
0.88,0.75,201,2,0,0,4,medium,sales,0
0.69,0.75,201,3,0,0,5,low,accounting,0
0.95,0.75,203,3,0,0,4,low,hr,0
0.66,0.75,203,3,1,0,4,low,IT,0
0.69,0.75,204,3,0,0,3,low,sales,0
0.5,0.75,204,2,0,0,3,high,technical,0
0.5,0.75,204,2,0,0,3,high,technical,0
0.7,0.75,204,3,0,0,4,medium,technical,0
0.81,0.75,206,3,0,0,4,medium,IT,0
0.99,0.75,208,2,0,0,4,medium,support,0
0.72,0.75,211,4,0,0,4,medium,sales,0
0.72,0.75,211,4,0,0,4,medium,sales,0
0.92,0.75,212,3,0,0,4,low,sales,0
0.65,0.75,214,3,0,0,3,medium,sales,0
0.65,0.75,214,3,0,0,3,medium,sales,0
0.64,0.75,214,3,0,0,3,medium,hr,0
0.85,0.75,214,3,0,0,3,medium,support,0
0.99,0.75,215,3,0,0,3,low,technical,0
0.83,0.75,215,5,0,0,6,medium,sales,0
0.62,0.75,216,2,0,0,4,low,sales,0
0.8,0.75,217,2,0,0,4,low,technical,0
0.87,0.75,218,2,0,0,4,low,sales,0
0.42,0.75,218,4,0,0,3,medium,management,1
0.42,0.75,218,4,0,0,3,medium,management,1
0.31,0.75,220,3,0,0,4,low,support,0
0.23,0.75,220,3,0,0,6,medium,support,0
0.79,0.75,221,3,0,0,2,low,product_mng,0
0.7,0.75,221,3,0,0,3,low,technical,0
0.87,0.75,222,3,0,0,3,low,hr,0
0.58,0.75,222,3,1,0,4,low,product_mng,0
0.77,0.75,223,3,0,0,4,medium,technical,0
0.82,0.75,224,3,0,0,4,low,sales,0
0.8,0.75,224,3,0,1,4,medium,sales,0
0.8,0.75,224,3,0,1,4,medium,sales,0
0.77,0.75,225,3,0,0,4,low,hr,0
0.66,0.75,227,3,1,0,5,medium,sales,0
0.66,0.75,228,2,0,0,3,low,technical,0
0.97,0.75,228,4,0,0,5,low,sales,0
0.75,0.75,229,2,1,0,5,medium,sales,0
0.82,0.75,230,4,1,0,3,medium,accounting,0
0.96,0.75,231,3,0,0,3,low,technical,0
0.53,0.75,232,3,0,0,3,low,sales,0
0.5,0.75,232,2,0,0,3,medium,IT,0
0.58,0.75,233,2,0,0,4,low,marketing,0
0.6,0.75,233,3,1,0,5,low,sales,0
0.51,0.75,234,2,1,0,3,medium,marketing,0
0.2,0.75,235,4,0,0,3,high,technical,0
0.66,0.75,235,3,0,0,4,medium,RandD,0
0.95,0.75,235,3,1,0,5,low,support,0
0.97,0.75,235,3,1,0,5,low,support,0
0.56,0.75,236,2,0,0,5,medium,sales,1
1,0.75,237,3,0,0,3,high,technical,0
0.94,0.75,238,2,0,0,5,medium,support,0
0.76,0.75,239,2,0,0,3,low,hr,0
0.5,0.75,239,2,0,0,4,low,accounting,0
0.53,0.75,239,2,1,0,4,medium,technical,0
0.54,0.75,240,3,0,0,3,medium,support,0
0.53,0.75,240,4,0,0,4,low,product_mng,0
0.97,0.75,241,2,0,0,3,low,technical,0
0.93,0.75,243,2,0,0,3,medium,sales,0
0.99,0.75,243,3,0,0,3,medium,support,0
0.81,0.75,243,2,0,0,4,low,sales,0
0.73,0.75,243,5,1,0,2,medium,technical,0
0.68,0.75,243,3,1,0,5,low,support,0
0.58,0.75,244,4,0,0,4,low,sales,0
0.45,0.75,246,2,0,0,2,medium,product_mng,0
0.77,0.75,246,6,0,0,6,low,sales,0
0.77,0.75,246,6,0,0,6,low,sales,0
0.89,0.75,246,3,1,0,4,low,support,0
0.95,0.75,247,2,0,0,3,medium,product_mng,0
0.69,0.75,249,4,0,0,4,medium,hr,0
0.56,0.75,249,3,0,0,4,low,support,0
0.54,0.75,249,4,0,0,4,medium,support,0
0.57,0.75,249,10,0,0,4,medium,product_mng,0
0.57,0.75,249,10,0,0,4,medium,product_mng,0
0.18,0.75,250,3,0,0,3,medium,technical,0
0.57,0.75,252,3,0,0,5,medium,RandD,0
0.95,0.75,253,4,0,0,3,low,accounting,0
0.69,0.75,253,3,0,0,3,high,management,0
0.69,0.75,253,3,0,0,3,high,management,0
0.58,0.75,253,2,0,0,4,low,sales,0
0.32,0.75,255,4,0,0,3,medium,sales,0
0.58,0.75,255,3,0,0,4,medium,sales,0
0.5,0.75,255,3,0,0,5,medium,sales,0
0.74,0.75,257,3,0,0,4,low,support,0
0.87,0.75,258,3,0,0,3,medium,technical,0
0.68,0.75,258,3,0,0,4,high,management,0
0.68,0.75,258,3,0,0,4,high,management,0
0.89,0.75,258,2,0,0,5,medium,sales,0
0.73,0.75,259,4,0,0,3,medium,marketing,0
0.79,0.75,259,3,0,0,4,medium,sales,0
0.15,0.75,259,8,1,0,3,high,marketing,0
0.15,0.75,259,8,1,0,3,high,marketing,0
0.49,0.75,259,3,1,0,4,low,technical,0
0.54,0.75,260,2,0,0,3,low,technical,0
0.69,0.75,261,3,0,0,4,medium,hr,0
0.83,0.75,262,3,0,0,3,medium,IT,0
0.53,0.75,263,5,0,0,4,low,RandD,0
0.56,0.75,264,2,0,0,2,low,technical,0
0.27,0.75,264,3,0,0,5,medium,technical,0
0.73,0.75,265,3,0,0,5,low,RandD,0
0.59,0.75,266,3,0,0,4,medium,accounting,0
0.75,0.75,266,3,0,0,4,medium,hr,0
0.52,0.75,266,3,0,0,4,medium,marketing,0
0.8,0.75,268,2,0,0,3,medium,sales,1
0.8,0.75,268,2,0,0,3,medium,sales,1
0.8,0.75,268,2,0,0,3,medium,sales,1
0.65,0.75,270,2,0,0,4,low,technical,0
0.97,0.75,270,3,1,0,5,medium,sales,0
0.97,0.75,271,6,0,0,2,low,sales,0
0.29,0.75,271,10,0,0,6,medium,sales,0
0.29,0.75,271,10,0,0,6,medium,sales,0
0.77,0.75,272,3,0,0,3,low,technical,0
0.71,0.75,272,4,0,0,4,low,technical,0
0.59,0.75,273,2,0,0,2,high,IT,0
0.75,0.75,273,3,0,0,3,medium,marketing,0
0.68,0.75,274,5,0,0,6,low,sales,0
0.46,0.75,276,6,0,0,6,low,support,0
0.14,0.75,277,5,1,0,4,medium,sales,1
0.14,0.75,277,5,1,0,4,medium,sales,1
0.39,0.75,286,5,0,0,5,low,IT,0
0.74,0.76,104,4,0,0,5,low,support,0
0.52,0.76,106,2,1,0,4,low,product_mng,0
0.5,0.76,107,4,0,0,2,high,sales,0
0.19,0.76,107,5,0,0,3,low,support,0
0.27,0.76,108,10,0,0,4,medium,sales,0
0.27,0.76,108,10,0,0,4,medium,sales,0
0.65,0.76,111,5,0,0,3,medium,technical,0
0.91,0.76,116,5,0,0,3,low,technical,0
0.53,0.76,132,6,0,0,5,low,IT,1
0.92,0.76,132,3,1,0,5,low,RandD,0
0.92,0.76,132,3,1,0,5,low,RandD,0
0.89,0.76,133,2,0,0,4,low,accounting,0
0.56,0.76,134,2,0,0,3,high,support,0
0.81,0.76,134,2,0,0,5,low,technical,0
0.71,0.76,134,3,1,0,3,low,support,0
0.61,0.76,135,2,0,0,4,low,hr,0
0.8,0.76,135,2,0,0,4,low,technical,0
0.66,0.76,139,5,0,0,3,low,sales,0
0.51,0.76,140,3,0,0,4,low,support,0
0.51,0.76,140,3,0,0,4,low,support,0
0.14,0.76,142,10,0,0,4,high,management,0
0.14,0.76,142,10,0,0,4,high,management,0
0.97,0.76,142,2,0,0,6,low,product_mng,0
0.71,0.76,142,2,1,0,4,low,support,0
0.53,0.76,143,4,0,1,5,low,technical,0
0.45,0.76,143,2,1,0,4,medium,support,0
0.72,0.76,144,3,1,0,4,low,accounting,0
0.97,0.76,147,3,1,0,3,low,support,0
0.71,0.76,148,8,0,0,4,medium,accounting,0
0.71,0.76,148,8,0,0,4,medium,accounting,0
0.76,0.76,149,3,0,0,4,medium,technical,0
0.77,0.76,149,2,0,0,5,medium,technical,0
0.9,0.76,150,2,0,0,2,medium,technical,0
0.28,0.76,150,2,0,0,3,medium,technical,0
0.91,0.76,152,3,0,0,5,low,accounting,0
0.96,0.76,152,3,1,0,4,low,accounting,0
0.69,0.76,153,3,0,0,3,medium,technical,0
0.43,0.76,154,2,0,0,6,high,management,0
0.43,0.76,154,2,0,0,6,high,management,0
0.66,0.76,155,4,1,0,3,low,product_mng,0
0.54,0.76,157,4,0,0,3,low,sales,0
0.63,0.76,157,4,0,0,2,low,RandD,1
0.19,0.76,158,3,0,0,2,high,support,0
0.96,0.76,158,3,0,0,4,low,IT,0
0.91,0.76,159,3,0,0,3,medium,hr,0
0.88,0.76,159,4,1,0,4,low,sales,0
0.79,0.76,160,3,0,0,3,low,sales,0
0.62,0.76,163,3,0,0,4,high,sales,0
0.57,0.76,164,2,0,0,4,low,hr,0
0.7,0.76,165,3,0,0,5,medium,sales,0
0.21,0.76,165,6,1,0,4,low,product_mng,0
0.73,0.76,166,3,0,0,2,low,technical,0
0.54,0.76,166,4,0,0,2,medium,support,0
0.98,0.76,168,3,0,0,5,low,technical,0
0.78,0.76,168,4,1,0,5,low,sales,0
0.6,0.76,168,2,1,0,5,high,accounting,0
0.65,0.76,170,5,0,0,2,low,IT,0
0.65,0.76,170,5,0,0,2,low,IT,0
0.66,0.76,170,3,0,0,3,low,technical,0
0.66,0.76,170,3,0,0,3,low,technical,0
0.75,0.76,171,4,0,0,3,low,sales,0
0.92,0.76,171,2,0,0,3,medium,sales,0
0.65,0.76,171,4,0,0,4,low,technical,0
0.17,0.76,171,5,0,0,4,low,product_mng,0
0.13,0.76,171,5,0,0,5,medium,RandD,0
0.84,0.76,172,5,1,0,5,medium,technical,0
0.71,0.76,172,2,1,0,5,high,support,0
0.7,0.76,173,2,0,0,3,low,product_mng,0
0.7,0.76,173,2,0,0,4,medium,support,0
0.7,0.76,173,2,0,0,4,medium,support,0
0.18,0.76,173,4,0,0,5,medium,support,0
0.5,0.76,174,3,0,0,3,medium,sales,0
0.69,0.76,174,6,0,0,3,medium,sales,0
0.69,0.76,174,6,0,0,3,medium,sales,0
0.82,0.76,174,3,0,0,3,medium,sales,0
0.69,0.76,174,3,0,0,5,low,marketing,0
0.47,0.76,174,10,0,0,6,medium,IT,0
0.47,0.76,174,10,0,0,6,medium,IT,0
0.71,0.76,175,2,0,0,3,medium,sales,0
0.75,0.76,175,4,0,0,5,low,IT,0
0.76,0.76,175,3,0,0,5,low,IT,0
0.57,0.76,176,3,0,0,2,low,technical,0
0.63,0.76,176,2,0,0,3,low,product_mng,0
0.22,0.76,176,6,1,0,4,high,product_mng,0
0.81,0.76,177,3,0,0,4,medium,support,0
0.67,0.76,181,3,0,0,5,high,support,0
0.87,0.76,182,3,0,0,5,medium,RandD,0
0.25,0.76,182,3,0,0,6,low,accounting,0
0.54,0.76,183,3,0,0,3,low,sales,0
0.54,0.76,183,3,0,0,3,low,sales,0
0.99,0.76,185,5,0,0,4,low,technical,0
0.93,0.76,187,3,0,0,5,low,marketing,0
0.2,0.76,188,3,0,0,5,low,IT,0
0.56,0.76,189,2,0,0,4,low,support,0
0.72,0.76,189,2,0,0,4,medium,support,0
0.68,0.76,190,3,1,0,3,medium,technical,0
0.16,0.76,192,3,0,0,5,medium,technical,0
0.97,0.76,193,3,0,0,3,medium,RandD,0
0.65,0.76,193,2,0,0,4,medium,hr,0
0.57,0.76,195,3,0,0,3,medium,technical,0
0.76,0.76,197,2,0,0,3,medium,sales,0
0.91,0.76,197,3,0,0,3,medium,technical,0
0.85,0.76,197,5,0,0,3,medium,IT,0
0.58,0.76,197,5,0,0,4,low,sales,0
0.58,0.76,197,5,0,0,4,low,sales,0
0.5,0.76,198,3,0,0,4,medium,support,0
0.62,0.76,198,3,0,0,5,low,sales,0
0.62,0.76,198,3,0,0,5,low,sales,0
0.81,0.76,198,4,0,0,5,medium,IT,0
0.54,0.76,199,4,0,0,3,low,sales,0
0.17,0.76,199,5,0,0,4,medium,management,0
0.57,0.76,200,2,0,0,3,low,support,0
0.77,0.76,201,4,0,0,3,medium,accounting,0
0.71,0.76,201,2,0,0,3,medium,RandD,0
1,0.76,201,3,0,0,5,low,management,0
0.49,0.76,202,3,0,0,4,low,management,0
0.81,0.76,203,3,0,0,3,medium,RandD,0
0.53,0.76,204,4,0,0,2,high,hr,0
0.99,0.76,204,2,0,0,4,medium,sales,0
0.56,0.76,206,2,1,0,4,low,support,0
0.66,0.76,207,2,0,0,3,low,accounting,0
0.56,0.76,207,2,0,0,3,medium,support,0
0.93,0.76,207,2,0,0,4,medium,technical,0
0.49,0.76,208,2,0,0,3,low,technical,0
0.67,0.76,210,2,0,0,2,medium,sales,0
0.16,0.76,210,5,0,0,6,medium,sales,0
0.9,0.76,211,4,0,0,2,low,technical,0
